Mã hàng;Mã vạch;Tên hàng;Thương hiệu;Giá bán;Giá vốn;Tồn kho;KH đặt;Dự kiến hết hàng;Tồn nhỏ nhất;Tồn lớn nhất;ĐVT;Mã ĐVT Cơ bản;Quy đổi;Thuộc tính;Mã HH Liên quan;Trọng lượng;Đang kinh doanh;Được bán trực tiếp;Giá sỉ
SP000021;;Manuka Trà Mật Ong Chanh 430mlx24;Kun;144.000,0;0,00;0,333;;;0,0;41.666.666,625;thùng;SP000019;24,0;;SP000019;0,0;1;1;0,0
SP000018;8935136867185;LKM PURITE hương anh đào chai 50ml;Xmen;68.000,0;0,00;1,0;;;0,0;999.999.999,0;;;1,0;;;0,0;1;1;0,0
PVN8242;8936029421781;Bánh con cá Bống Bang vị mochi sôcôla đậu đỏ bịch 145g;Chocopie;25.000,0;20.800,00;0,0;;;0,0;0,0;bịch;;1,0;;;0,0;1;1;0,0
PVN8242-1;PVN8243;Bánh con cá Bống Bang vị mochi sôcôla đậu đỏ bịch 145g;Chocopie;265.000,0;249.600,00;0,0;;;0,0;0,0;thùng;PVN8242;12,0;;PVN8242;0,0;1;1;0,0
PVN9263;8936029424997;Bánh Bống Bang vị Mochi cốm xanh đậu đỏ bịch 145g;Chocopie;25.000,0;20.000,00;0,0;;;0,0;0,0;bịch;;1,0;;;0,0;1;1;0,0
PVN9263-1;PVN9264;Bánh Bống Bang vị Mochi cốm xanh đậu đỏ bịch 145g;Chocopie;265.000,0;240.000,00;0,0;;;0,0;0,0;thùng;PVN9263;12,0;;PVN9263;0,0;1;1;0,0
PVN1094;8934988500400;NRC Power 100 hương chanh chai 1.4kg;Cái Lân;32.000,0;28.454,00;7,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
PVN1094-1;PVN6128;NRC Power 100 hương chanh chai 1.4kg;Cái Lân;244.000,0;227.632,00;0,875;;;0,0;0,0;thùng;PVN1094;8,0;;PVN1094;0,0;1;1;0,0
PVN1436;8934988500363;NRC Power 100 hương tinh dầu chanh can 3.5kg;Cái Lân;63.000,0;60.157,00;4,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
PVN1436-1;PVN6125;NRC Power 100 hương tinh dầu chanh can 3.5kg;Cái Lân;248.000,0;240.628,00;1,0;;;0,0;0,0;thùng;PVN1436;4,0;;PVN1436;0,0;1;1;0,0
PVN2567;8934988503364;NRC Power 100 siêu tiết kiệm hương chanh can 3.5kg;Cái Lân;62.000,0;59.800,00;3,0;;;0,0;0,0;can;;1,0;;;0,0;1;1;0,0
PVN2567-1;PVN6124;NRC Power 100 siêu tiết kiệm hương chanh can 3.5kg;Cái Lân;245.000,0;239.200,00;0,750;;;0,0;0,0;thùng;PVN2567;4,0;;PVN2567;0,0;1;1;0,0
PVN5373;8934669030059;NRC Power 100 siêu tiết kiệm hương chanh túi 3.5kg;Cái Lân;54.000,0;50.300,00;0,0;;;0,0;0,0;túi;;1,0;;;0,0;1;1;0,0
PVN5373-1;PVN6123;NRC Power 100 siêu tiết kiệm hương chanh túi 3.5kg;Cái Lân;212.000,0;201.200,00;0,0;;;0,0;0,0;thùng;PVN5373;4,0;;PVN5373;0,0;1;1;0,0
PVN7395;8934988503319;NRC Power siêu tiết kiệm hương chanh chai dài 750g;Cái Lân;16.000,0;14.125,00;24,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
PVN7395-1;PVN9010;NRC Power siêu tiết kiệm hương chanh chai dài 750g;Cái Lân;236.000,0;339.000,00;1,0;;;0,0;0,0;thùng;PVN7395;24,0;;PVN7395;0,0;1;1;0,0
PVN9334;PVN9334;NRC Power siêu tiết kiệm hương chanh chai 400ml;Cái Lân;9.000,0;6.275,00;0,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
PVN9334-1;PVN9334-1;NRC Power siêu tiết kiệm hương chanh chai 400ml;Cái Lân;172.000,0;150.600,00;0,0;;;0,0;0,0;thùng;PVN9334;24,0;;PVN9334;0,0;1;1;0,0
PVN1708;8936036025521;Miz bánh quy socola 2 gói;Orion;10.000,0;8.182,00;0,0;;;0,0;0,0;hộp;;1,0;;;0,0;1;1;0,0
PVN1708-1;PVN5344;Miz bánh quy socola 2 gói;Orion;168.000,0;163.640,00;0,0;;;0,0;0,0;Thùng;PVN1708;20,0;;PVN1708;0,0;1;1;0,0
PVN6676;8936036028591;Jungle boy vị phô mai lắc bùng nổ hộp 31.6g;Orion;10.000,0;7.988,00;0,0;;;0,0;0,0;hộp;;1,0;;;0,0;1;1;0,0
PVN6676-1;PVN9351;Jungle boy vị phô mai lắc bùng nổ hộp 31.6g;Orion;168.000,0;159.760,00;0,0;;;0,0;0,0;thùng;PVN6676;20,0;;PVN6676;0,0;1;1;0,0
PVN9345;8936029423761;Jungle Boy vị bò bít tết hộp 35g;Orion;10.000,0;7.988,00;0,0;;;0,0;0,0;hộp;;1,0;;;0,0;1;1;0,0
PVN9345-1;PVN9346;Jungle Boy vị bò bít tết hộp 35g;Orion;200.000,0;159.760,00;0,0;;;0,0;0,0;thùng;PVN9345;20,0;;PVN9345;0,0;1;1;0,0
PVN9044;8936036021165;Marine boy vị tôm nướng 35g;Orion;10.000,0;8.850,00;0,0;;;0,0;0,0;hộp;;1,0;;;0,0;1;1;0,0
PVN9044-1;PVN9044;Marine boy vị tôm nướng 35g;Orion;172.000,0;177.000,00;0,0;;;0,0;0,0;thùng;PVN9044;20,0;;PVN9044;0,0;1;1;0,0
PVN8908;8936036021172;Marine boy vị rong biển 35g;Orion;10.000,0;8.046,00;0,0;;;0,0;0,0;hộp;;1,0;;;0,0;1;1;0,0
PVN8908-1;PVN8908;Marine boy vị rong biển 35g;Orion;172.000,0;160.920,00;0,0;;;0,0;0,0;thùng;PVN8908;20,0;;PVN8908;0,0;1;1;0,0
PVN1709;8936036025040;Marine boy vị gà BBQ hộp;Orion;10.000,0;7.989,00;0,0;;;0,0;0,0;hộp;;1,0;;;0,0;1;1;0,0
PVN1709-1;PVN9101;Marine boy vị gà BBQ hộp;Orion;172.000,0;159.780,00;0,0;;;0,0;0,0;thùng;PVN1709;20,0;;PVN1709;0,0;1;1;0,0
PVN6074;8936036029031;Bánh Marine boy king vị tảo biển Nori bịch 56g;Orion;10.000,0;7.997,00;0,0;;;0,0;0,0;bịch;;1,0;;;0,0;1;1;0,0
PVN6074-1;PVN9549;Bánh Marine boy king vị tảo biển Nori bịch 56g;Orion;88.000,0;79.970,00;0,0;;;0,0;0,0;thùng;PVN6074;10,0;;PVN6074;0,0;1;1;0,0
PVN9282;8936029424003;Bánh Marine boy king vị Pizza bịch 50g;Orion;10.000,0;7.997,00;0,0;;;0,0;0,0;bịch;;1,0;;;0,0;1;1;0,0
PVN9282-1;PVN9550;Bánh Marine boy king vị Pizza bịch 50g;Orion;88.000,0;79.970,00;0,0;;;0,0;0,0;thùng;PVN9282;10,0;;PVN9282;0,0;1;1;0,0
PVN9326;8936029425550;Marine boy vị gà sốt bơ tỏi hộp 35g;Orion;10.000,0;7.988,00;0,0;;;0,0;0,0;hộp;;1,0;;;0,0;1;1;0,0
PVN9326-1;PVN9327;Marine boy vị gà sốt bơ tỏi hộp 35g;Orion;168.000,0;159.760,00;0,0;;;0,0;0,0;thùng;PVN9326;20,0;;PVN9326;0,0;1;1;0,0
SP000017;8935001813972;Viết lông dầu xanh PM-09;Thiên long;9.000,0;7.499,99;18,0;;;0,0;999.999.999,0;;;1,0;;;0,0;1;1;0,0
PVN38;8993175531894;Bánh hộp kem Nabati 160g;Nabati;30.000,0;23.500,00;0,0;;;0,0;0,0;hộp;;1,0;;;0,0;1;1;0,0
PVN160;8993175535885;Nabati vị socola gói 50g;Nabati;6.000,0;4.916,00;16,0;;;0,0;999.999,0;bịch;;1,0;;;0,0;1;1;0,0
PVN161;8993175535878;Nabati vàng vị phô mai gói 50g;Nabati;6.000,0;4.917,00;15,0;;;0,0;0,0;bịch;;1,0;;;0,0;1;1;0,0
sm-60-24004;8993175532648;Bánh Nabati vàng vị phô mai hộp 320g;Nabati;38.000,0;31.500,00;2,0;;;0,0;0,0;hộp;;1,0;;;0,0;1;1;0,0
sm-60-44513;8993175533157;Bánh Nabati vị socola hộp 320g;Nabati;36.000,0;31.667,00;0,0;;;0,0;0,0;hộp;;1,0;;;0,0;1;1;0,0
PVN2184;8993175547123;Nabati phô mai than hoạt tính 50g;Nabati;6.000,0;5.300,00;15,0;;;0,0;0,0;bịch;;1,0;;;0,0;1;1;0,0
PVN3105;8993175542098;Bánh Nabati vị Phô mai 20g;Nabati;3.000,0;2.400,00;19,0;;;0,0;0,0;gói;;1,0;;;0,0;1;1;0,0
PVN3106;8993175542128;Bánh Nabati vị Socola 20g;Nabati;3.000,0;2.500,00;24,0;;;0,0;0,0;gói;;1,0;;;0,0;1;1;0,0
PVN5029;8993175552837;Nabati vị Cookies cream gói 50g;Nabati;6.000,0;5.300,00;0,0;;;0,0;0,0;gói;;1,0;;;0,0;1;1;0,0
PVN5030;9995475564892;Nabati vị kem sữa chua dâu tây 50g;Nabati;6.000,0;5.300,00;11,0;;;0,0;0,0;gói;;1,0;;;0,0;1;1;0,0
PVN8248;8993175564878;Nabati vị phô mai dâu gói 20g;Nabati;3.000,0;2.183,00;9,0;;;0,0;0,0;bịch;;1,0;;;0,0;1;1;0,0
PVN9011;8993175564892;Nabati vị phô mai dâu bịch 50g;Nabati;6.000,0;4.834,00;19,0;;;0,0;0,0;bịch;;1,0;;;0,0;1;1;0,0
PVN7642;8996001303627;Bánh quy bơ Danisa hộp 454g;Danisa;128.000,0;118.000,00;0,0;;;0,0;0,0;hộp;;1,0;;;0,0;1;1;0,0
PVN7642-1;PVN7642;Bánh quy bơ Danisa hộp 454g;Danisa;1.500.000,0;1.416.000,00;0,0;;;0,0;0,0;thùng;PVN7642;12,0;;PVN7642;0,0;1;1;0,0
PVN865;8996001303658;Bánh quy bơ Danisa hộp 908g;Danisa;236.000,0;226.000,00;0,0;;;0,0;0,0;hộp;;1,0;;;0,0;1;1;0,0
PVN865-1;PVN7867;Bánh quy bơ Danisa hộp 908g;Danisa;1.408.000,0;1.356.000,00;0,0;;;0,0;0,0;thùng;PVN865;6,0;;PVN865;0,0;1;1;0,0
PVN7643;8996001303078;Bánh quy bơ Danisa hộp hộp 681g;Danisa;180.000,0;170.000,00;0,0;;;0,0;0,0;hộp;;1,0;;;0,0;1;1;0,0
PVN7643-1;PVN7866;Bánh quy bơ Danisa hộp hộp 681g;Danisa;1.069.000,0;1.020.000,00;0,0;;;0,0;0,0;thùng;PVN7643;6,0;;PVN7643;0,0;1;1;0,0
PVN9439;PVN9439;Bánh qui bơ Danisa hộp 200g;Danisa;60.000,0;52.000,00;0,0;;;0,0;0,0;hộp;;1,0;;;0,0;1;1;0,0
PVN6213;8935049501596;Nước soda Schweppes lon 320ml;Coca;7.500,0;5.584,00;0,0;;;0,0;0,0;lon;;1,0;;;0,0;1;1;0,0
PVN6213-1;PVN6214;Nước soda Schweppes lon 320ml;Coca;42.000,0;33.504,00;0,0;;;0,0;0,0;lóc;PVN6213;6,0;;PVN6213;0,0;1;1;0,0
PVN6213-2;PVN6215;Nước soda Schweppes lon 320ml;Coca;158.000,0;134.016,00;0,0;;;0,0;0,0;thùng;PVN6213;24,0;;PVN6213;0,0;1;1;0,0
GP01;8935001822295;Viết chì Thiên Long 2B GP-01;Thiên long;5.000,0;3.000,00;95,0;;;0,0;0,0;cây;;1,0;;;0,0;1;1;0,0
GP04;8935001820574;Viết chì Thiên Long GP-04;Thiên long;6.000,0;3.500,00;58,0;;;0,0;0,0;cây;;1,0;;;0,0;1;1;0,0
TPGP012;8935001819097;Viết chì Thiên Long TP-GP012;Thiên long;5.000,0;2.600,00;40,0;;;0,0;0,0;cây;;1,0;;;0,0;1;1;0,0
GEL01X;8935001855149;Viết gel xanh xóa được Thiên Long TP-GELE01;Thiên long;10.000,0;8.300,00;55,0;;;0,0;0,0;cây;;1,0;;;0,0;1;1;0,0
TLX079;8935001803768;Viết xanh Thiên Long TL-079;Thiên long;4.000,0;3.400,00;138,0;;;0,0;0,0;cây;;1,0;;;0,0;1;1;0,0
GEL01T;8935001829386;Viết gel tím xóa được Thiên Long TL-Gele01;Thiên long;10.000,0;8.100,00;104,0;;;0,0;0,0;cây;;1,0;;;0,0;1;1;0,0
TLDEN079;8935001804925;Viết đen Thiên Long TL-079;Thiên long;4.000,0;3.400,00;71,0;;;0,0;0,0;cây;;1,0;;;0,0;1;1;0,0
TP079D;8935001804918;Viết đỏ Thiên Long TP-079;Thiên long;4.000,0;3.400,00;44,0;;;0,0;0,0;cây;;1,0;;;0,0;1;1;0,0
TLD;8935001804871;Bút bi đỏ Thiên Long;Thiên long;3.000,0;2.500,00;17,0;;;0,0;0,0;cây;;1,0;;;0,0;1;1;0,0
TLX031;8935001801337;Viết xanh Thiên Long TL-031;Thiên long;10.000,0;8.200,00;41,0;;;0,0;0,0;cây;;1,0;;;0,0;1;1;0,0
HL-012;8935001813460;Bút Highlighter Thiên Long HL-012;Thiên long;9.000,0;7.800,00;0,0;;;0,0;0,0;cây;;1,0;;;0,0;1;1;0,0
HL03;8935001810308;Bút dạ quang Thiên Long HL-03;Thiên long;8.000,0;6.300,00;45,0;;;0,0;0,0;cây;;1,0;;;0,0;1;1;0,0
WBX03;8935001810087;Viết lông xanh Thiên Long WB-03;Thiên long;8.000,0;6.400,00;22,0;;;0,0;0,0;cây;;1,0;;;0,0;1;1;0,0
CH-03;CH-03;Chuốt viết chì Thiên Long;Thiên long;3.000,0;2.500,00;4,0;;;0,0;0,0;cái;;1,0;;;0,0;1;1;0,0
E11;8935001846932;Gôm đen E011 Thiên Long;Thiên long;5.000,0;3.400,00;143,0;;;0,0;0,0;cục;;1,0;;;0,0;1;1;0,0
TPSR022;8936040452849;Thước dẻo Thiên Long 20cm TP-SR022;Thiên long;3.000,0;2.000,00;20,0;;;0,0;0,0;cây;;1,0;;;0,0;1;1;0,0
SR03;8935001840138;Thước thẳng Thiên Long 30cm SR-03;Thiên long;6.000,0;3.700,00;10,0;;;0,0;0,0;cây;;1,0;;;0,0;1;1;0,0
TPSR021;8936040452825;Thước dẻo Thiên Long 30cm TP-SR021;Thiên long;5.000,0;2.500,00;61,0;;;0,0;0,0;cây;;1,0;;;0,0;1;1;0,0
PM-09;8935001813989;Viết long dầu đỏ Thiên Long PM-09;Thiên long;9.000,0;8.200,00;41,0;;;0,0;0,0;cây;;1,0;;;0,0;1;1;0,0
CRC05;8935001821533;Bút sáp màu Thiên Long 16 màu CRC05/DO;Thiên long;28.000,0;20.000,00;8,0;;;0,0;0,0;hộp;;1,0;;;0,0;1;1;0,0
CRC06;8935001821540;Bút sáp màu Thiên Long 24 màu CR-C06/DO;Thiên long;32.000,0;27.000,00;18,0;;;0,0;0,0;hộp;;1,0;;;0,0;1;1;0,0
PVN340;8935001846017;Tập Thiên Long 4 ô ly 96 trang TP-NB061;Thiên long;14.000,0;10.100,00;0,0;;;0,0;0,0;cuốn;;1,0;;;0,0;1;1;0,0
PVN343;8935001848189;Compa Thiên Long;Thiên long;15.000,0;10.000,00;5,0;;;0,0;0,0;cây;;1,0;;;0,0;1;1;0,0
PVN347;8935219480058;Kim bấm staples 1000 kim Thiên Long;Thiên long;5.000,0;2.200,00;10,0;;;0,0;0,0;hộp;;1,0;;;0,0;1;1;0,0
DC007;8935001838838;Phấn màu không bụi Thiên Long DC-007;Thiên long;5.000,0;3.500,00;32,0;;;0,0;0,0;hộp;;1,0;;;0,0;1;1;0,0
PVN362;8935001838784;Giấy màu Thiên Long loại lớn;Thiên long;6.000,0;4.900,00;0,0;;;0,0;0,0;xấp;;1,0;;;0,0;1;1;0,0
TPB09;8935001844860;Bảng bộ A4 Thiên Long TP-B09/DO;Thiên long;38.000,0;36.000,00;11,0;;;0,0;0,0;chiếc;;1,0;;;0,0;1;1;0,0
BD-01;8936040454584;Bảng dẻo Thiên Long BD-01;Thiên long;10.000,0;8.000,00;1,0;;;0,0;0,0;cái;;1,0;;;0,0;1;1;0,0
TPG08;8935001841258;Keo dán giấy Thiên Long TP-G08;Thiên long;5.000,0;3.140,00;4,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
8935001840565;8935001840565;Gôm E06 thiên long;Thiên long;5.000,0;3.000,00;100,0;;;0,0;0,0;cục;;1,0;;;0,0;1;1;0,0
TLX027;8935001800347;Viết xanh thiên long TL-027;Thiên long;4.000,0;3.400,00;35,0;;;0,0;0,0;cây;;1,0;;;0,0;1;1;0,0
TLT027;8935001805304;Viết tím Thiên long TL-027;Thiên long;4.000,0;3.400,00;210,0;;;0,0;0,0;cây;;1,0;;;0,0;1;1;0,0
8935001813262;8935001813262;Viết bảng trắng Thiên long TP-WB016/DO;Thiên long;9.000,0;6.400,00;27,0;;;0,0;0,0;cây;;1,0;;;0,0;1;1;0,0
CT02;8935219420030;Bút xóa kéo Thiên Long FO-CT02;Thiên long;13.000,0;9.500,00;8,0;;;0,0;0,0;cây;;1,0;;;0,0;1;1;0,0
PC09;8935001820697;Viết chì khúc Thiên Long PC-09;Thiên long;5.000,0;3.200,00;12,0;;;0,0;0,0;cây;;1,0;;;0,0;1;1;0,0
CP02;8935001820062;Viết xóa Thiên Long CP-02;Thiên long;22.000,0;18.500,00;48,0;;;0,0;0,0;cây;;1,0;;;0,0;1;1;0,0
GEL012T;8935001853640;Viết Gel tím Thiên Long GEL012;Thiên long;8.000,0;6.200,00;73,0;;;0,0;0,0;cây;;1,0;;;0,0;1;1;0,0
GEL08;8935001853466;Viết gel tím Thiên Long Gel-08;Thiên long;8.000,0;5.500,00;13,0;;;0,0;0,0;cây;;1,0;;;0,0;1;1;0,0
PCL05;8935001847724;Ruột bút chì bấm 2B 1mm Thiên Long PCL05;Thiên long;5.000,0;2.500,00;130,0;;;0,0;0,0;ống;;1,0;;;0,0;1;1;0,0
PVN2909;8935001846413;Tập Thiên Long 96 trang TP-NB072;Thiên long;7.000,0;5.600,00;8,0;;;0,0;0,0;cuốn;;1,0;;;0,0;1;1;0,0
TL027D;8935001804628;Viết đỏ Thiên Long TL-027;Thiên long;4.000,0;3.400,00;34,0;;;0,0;0,0;cây;;1,0;;;0,0;1;1;0,0
PVN2918;8935001845775;Tập Thiên Long TP-NB049 200 trang 4 ô ly;Thiên long;18.000,0;13.300,00;10,0;;;0,0;0,0;cuốn;;1,0;;;0,0;1;1;0,0
PVN2982;8935001804635;Viết đen Thiên long TL-027;Thiên long;4.000,0;3.400,00;41,0;;;0,0;0,0;cây;;1,0;;;0,0;1;1;0,0
8935001847090;8935001847090;bìa bao tập thiên long NBC-04;Thiên long;9.000,0;7.200,00;1,555;;;0,0;0,0;CUỘN;;1,0;;;0,0;1;1;0,0
SR02;8935001840145;Thước thẳng Thiên Long 20cm SR-02;Thiên long;5.000,0;2.000,00;40,0;;;0,0;0,0;cây;;1,0;;;0,0;1;1;0,0
Gel012X;8935001851516;Viết gel xanh thiên long GEL-012/DO;Thiên long;8.000,0;5.400,00;68,0;;;0,0;0,0;cây;;1,0;;;0,0;1;1;0,0
8935001804673;8935001804673;Viết đen Thiên Long TL-031;Thiên long;10.000,0;8.200,00;30,0;;;0,0;0,0;cây;;1,0;;;0,0;1;1;0,0
8935001804666;8935001804666;Viết đỏ Thiên Long TL-031;Thiên long;10.000,0;8.600,00;67,0;;;0,0;0,0;cây;;1,0;;;0,0;1;1;0,0
PVN3230;PVN3230;Chì thiên long 6B GP 025;Thiên long;6.000,0;4.510,00;3,0;;;0,0;0,0;cây;;1,0;;;0,0;1;1;0,0
TPSR011/DO;8935001844129;Thước thẳng Doremon Thiên Long 20cm TP-SR011/DO;Thiên long;6.000,0;3.500,00;37,0;;;0,0;0,0;cây;;1,0;;;0,0;1;1;0,0
C015;8935283902982;Compa Thiên Long C015;Thiên long;13.000,0;10.500,00;20,0;;;0,0;0,0;cái;;1,0;;;0,0;1;1;0,0
WBX02;8935001815303;Viết lông xanh Thiên Long WB-02;Thiên long;6.000,0;4.900,00;22,0;;;0,0;0,0;cây;;1,0;;;0,0;1;1;0,0
TL08;8935001801306;Viết mực xanh Thiên Long TL - 08;Thiên long;5.000,0;3.600,00;117,0;;;0,0;0,0;cây;;1,0;;;0,0;1;1;0,0
GELE003X;8935001861799;Viết gel xanh xóa được Thiên Long tl-gele003;Thiên long;10.000,0;8.900,00;16,0;;;0,0;0,0;cây;;1,0;;;0,0;1;1;0,0
DC008;8935001838852;Phấn trắng Không bụi Thiên Long DC-008;Thiên long;5.000,0;2.700,00;43,0;;;0,0;0,0;hộp;;1,0;;;0,0;1;1;0,0
F0-G006;8935001802457;Hồ dân khô Thiên long F0-G006;Thiên long;5.000,0;4.000,00;10,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
WBD03;8935001817840;Viết lông đỏ Thiên long WB-03;Thiên long;8.000,0;6.500,00;40,0;;;0,0;0,0;cây;;1,0;;;0,0;1;1;0,0
PVN6248;8935001817857;Viết lông đen Thiên Long WB-03;Thiên long;8.000,0;6.500,00;31,0;;;0,0;0,0;cây;;1,0;;;0,0;1;1;0,0
PVN6258;8935001846024;Tập Thiên Long 4 ô ly 96 trang TP-NB061;Thiên long;13.000,0;10.100,00;20,0;;;0,0;0,0;cuốn;;1,0;;;0,0;1;1;0,0
GELE003T;8935324028367;Viết tím Thiên Long xóa được TP-GELE003;Thiên long;10.000,0;6.200,00;90,0;;;0,0;0,0;cây;;1,0;;;0,0;1;1;0,0
TPTTC05;8935001826958;Tập tô chữ điểm 10 Thiên Long TP-TTC05;Thiên long;18.000,0;11.100,00;15,0;;;0,0;0,0;cuốn;;1,0;;;0,0;1;1;0,0
GC011;8935001802440;Hồ khô Thiên Long G-C011;Thiên long;6.000,0;3.300,00;48,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
TL08D;8935001804505;Viết đỏ Thiên Long TL-08;Thiên long;5.000,0;3.400,00;99,0;;;0,0;0,0;cây;;1,0;;;0,0;1;1;0,0
Gele008;8935324013066;Viết tím xóa được Thiên Long Gele008;Thiên long;10.000,0;8.300,00;153,0;;;0,0;0,0;cây;;1,0;;;0,0;1;1;0,0
B18;8935283904368;Bảng học sinh Thiên Long B018;Thiên long;18.000,0;16.500,00;18,0;;;0,0;0,0;cái;;1,0;;;0,0;1;1;0,0
PVN8960;8935324013097;Viết xanh xóa được Thiên Long Gele008;Thiên long;10.000,0;8.300,00;66,0;;;0,0;0,0;cây;;1,0;;;0,0;1;1;0,0
PC018;PC018;Viết chì bấm Thiên Long PC018;Thiên long;8.000,0;5.900,00;40,0;;;0,0;0,0;cây;;1,0;;;0,0;1;1;0,0
8935001845782;8935001845782;Tập Thiên Long 4 ô ly 200 trang TP-NB049;Thiên long;18.000,0;13.300,00;40,0;;;0,0;0,0;cuốn;;1,0;;;0,0;1;1;0,0
sm-110-25770;8935136860957;DG XMen Fire Active chai 650g;Xmen;152.000,0;145.000,00;2,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
sm-110-25776;8935136801370;TG XMEN Wood Sport thơm lâu chai 650g;Xmen;152.000,0;145.000,00;1,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
sm-110-25777;8935136800373;TG XMEN Wood Sport thơm lâu chai 650g - 180ml;Xmen;58.000,0;52.000,00;0,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
PVN305;8935136814202;LKM Xmen Fire chai 50ml;Xmen;55.000,0;48.000,00;3,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
PVN462;8935136860919;DG XMEN Wood dây;Xmen;12.000,0;10.000,00;0,0;;;0,0;0,0;dây;;1,0;;;0,0;1;1;0,0
PVN2721;8935136861022;XBC XMen For Boss cục 75g;Xmen;20.000,0;16.000,00;6,0;;;0,0;0,0;cục;;1,0;;;0,0;1;1;0,0
PVN2723;8935136803190;XBC XMen Wood 90g;Xmen;18.000,0;16.000,00;5,0;;;0,0;0,0;cục;;1,0;;;0,0;1;1;0,0
8935136861480;8935136861480;LKM Xmen for boss Motion 48h chai 50ml;Xmen;65.000,0;58.000,00;0,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
8935136863880;8935136863880;TG XMen Fire Active chai 650g;Xmen;158.000,0;150.000,00;1,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
PVN3274;8935136863545;LKM Xmen for boss Legend chai 50ml;Xmen;65.000,0;58.000,00;4,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
PVN4616;8935136864535;Dầu gội Xmen for boss dây;Xmen;12.000,0;10.000,00;12,0;;;0,0;0,0;dây;;1,0;;;0,0;1;1;0,0
PVN5381;8935136860452;DG Xmen boss vàng 650;Xmen;170.000,0;160.000,00;0,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
PVN5622;8935136863538;Xịt Xmen for boss legend 48h 150ml;Xmen;95.000,0;85.000,00;0,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
PVN5623;8935136860322;Xịt Xmen for boss luxury 150ml;Xmen;95.000,0;85.000,00;0,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
PVN5624;PVN5624;Xịt Xmen for boss motion 150ml;Xmen;92.000,0;84.000,00;0,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
8935136860162;8935136860162;DG XMEN FOR BOSS dây;Xmen;12.000,0;10.000,00;0,0;;;0,0;0,0;dây;;1,0;;;0,0;1;1;0,0
8935136866027;8935136866027;TG Xmen wood dây;Xmen;12.000,0;10.000,00;2,0;;;0,0;0,0;dây;;1,0;;;0,0;1;1;0,0
8935136865143;8935136865143;DG Xmen Fire dây;Xmen;12.000,0;10.000,00;7,0;;;0,0;0,0;dây;;1,0;;;0,0;1;1;0,0
8935136861534;8935136861534;Xịt Xmen for boss motion 150ml;Xmen;95.000,0;90.000,00;2,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
8935136866003;8935136866003;DG Xmen for boss intense dây;Xmen;12.000,0;10.000,00;0,0;;;0,0;0,0;dây;;1,0;;;0,0;1;1;0,0
PVN7992;8935136866669;Lăn Xmen vegas delight 50ml (KM);Xmen;58.000,0;50.000,00;0,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
PVN7993;8935136866652;Lăn Xmen Amazon hunt 50ml (KM);Xmen;58.000,0;50.000,00;0,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
8935136842205;8935136842205;Lăn Xmen for boss 25ml;Xmen;38.000,0;33.000,00;5,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
8935136873179;8935136873179;DG Xmen for boss intense keratin 180g;Xmen;68.000,0;63.000,00;0,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
8935136866331;8935136866331;DG Xmen Amazon hunt dây;Xmen;12.000,0;10.000,00;0,0;;;0,0;0,0;dây;;1,0;;;0,0;1;1;0,0
8935136804203;8935136804203;LKM XMEN WOOD xanh chai 50ml;Xmen;55.000,0;48.000,00;4,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
8935136874206;8935136874206;LKM XMEN for boss INTENSE chai 50ML;Xmen;65.000,0;58.000,00;5,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
8935136861015;8935136861015;DG Xmen Water dây;Xmen;12.000,0;10.000,00;0,0;;;0,0;0,0;dây;;1,0;;;0,0;1;1;0,0
8935136863798;8935136863798;TG XMEN trắng sạch sâu chai 610g;Xmen;142.000,0;135.000,00;0,0;;;0,0;0,0;chai;;1,0;;;0,0;1;1;0,0
