ma_hang;ma_vach;ten_hang;thuong_hieu;gia_ban;gia_von;ton_kho;ton_nho_nhat;ton_lon_nhat;dvt;ma_dvt_co_ban;quy_doi;ma_hh_lien_quan;trong_luong;gia_si
SP001450;PVN620;Sting vị dâu lon 330ml;pepsi;50000;46614;9;;;lóc;SP001449;6;SP001449;;0
SP001451;PVN895;Sting vị dâu lon 330ml;pepsi;192000;186456;2;;;thùng;SP001449;24;SP001449;;0
SP001452;8934588173073;Sting vàng chai 330ml;pepsi;8500;7385;33;;;chai;;1;;;0
SP001453;PVN1243;Sting vàng chai 330ml;pepsi;48000;44310;6;;;lóc;SP001452;6;SP001452;;0
SP001454;PVN1244;Sting vàng chai 330ml;pepsi;182000;177240;1;;;thùng;SP001452;24;SP001452;;0
SP001455;8934588452116;Sting xanh hương việt quốc lon 320ml;pepsi;9000;7405;45;;;lon;;1;;;0
SP001456;PVN8891;Sting xanh hương việt quốc lon 320ml;pepsi;50000;44430;8;;;Lóc;SP001455;6;SP001455;;0
SP001457;PVN8892;Sting xanh hương việt quốc lon 320ml;pepsi;186000;177720;2;;;thùng;SP001455;24;SP001455;;0
SP001458;8934588233050;Sting dâu chai 500ml;pepsi;11000;8890;165;;;chai;;1;;;0
SP001459;PVN8894;Sting dâu chai 500ml;pepsi;58000;53340;28;;;lóc;SP001458;6;SP001458;;0
SP001460;PVN8895;Sting dâu chai 500ml;pepsi;220000;213360;7;;;thùng;SP001458;24;SP001458;;0
SP001461;8934588883132;Mirinda cam chai 390ml;pepsi;6000;5164;75;;;chai;;1;;;0
SP001462;PVN636;Mirinda cam chai 390ml;pepsi;34000;30984;13;;;lóc;SP001461;6;SP001461;;0
SP001463;PVN2549;Mirinda cam chai 390ml;pepsi;128000;123936;3;;;thùng;SP001461;24;SP001461;;0
SP001464;8934588132117;Mirinda xá xị lon 320ml;pepsi;8000;6418;24;;;lon;;1;;;0
SP001465;PVN903;Mirinda xá xị lon 320ml;pepsi;44000;38508;4;;;lóc;SP001464;6;SP001464;;0
SP001466;PVN2492;Mirinda xá xị lon 320ml;pepsi;162000;154032;1;;;thùng;SP001464;24;SP001464;;0
SP001467;8934588133138;Mirinda xá xị chai 390ml;pepsi;6000;5164;91;;;chai;;1;;;0
SP001468;PVN573;Mirinda xá xị chai 390ml;pepsi;34000;30984;15;;;lóc;SP001467;6;SP001467;;0
SP001469;PVN1118;Mirinda xá xị chai 390ml;pepsi;128000;123936;4;;;thùng;SP001467;24;SP001467;;0
SP001470;8934588883064;Mirinda cam chai 1.5L;pepsi;16000;13284;22;;;chai;;1;;;0
SP001471;PVN3615;Mirinda cam chai 1.5L;pepsi;165000;159408;2;;;thùng;SP001470;12;SP001470;;0
SP001472;;Mirinda cam chai 1.5L;pepsi;83000;79704;4;;;Lóc;SP001470;6;SP001470;;0
SP001473;8934588133060;Mirinda xá xị chai 1.5L;pepsi;16000;13284;33;;;chai;;1;;;0
SP001474;PVN4807;Mirinda xá xị chai 1.5L;pepsi;165000;159408;3;;;thùng;SP001473;12;SP001473;;0
SP001476;8934588882111;Mirinda cam lon 320ml;pepsi;9000;7167;48;;;lon;;1;;;0
SP001477;PVN635;Mirinda cam lon 320ml;pepsi;46000;43002;8;;;lóc;SP001476;6;SP001476;;0
SP001478;PVN902;Mirinda cam lon 320ml;pepsi;160000;172008;2;;;thùng;SP001476;24;SP001476;;0
SP001479;8934588362118;Mirinda soda kem lon 320ml;pepsi;9000;6829;66;;;lon;;1;;;0
SP001480;PVN501;Mirinda soda kem lon 320ml;pepsi;46000;40974;11;;;lóc;SP001479;6;SP001479;;0
SP001481;PVN905;Mirinda soda kem lon 320ml;pepsi;168000;163896;3;;;thùng;SP001479;24;SP001479;;0
SP001482;8934588363061;Mirinda soda kem chai 1.5L;pepsi;16000;13284;70;;;chai;;1;;;0
SP001483;PVN4808;Mirinda soda kem chai 1.5L;pepsi;165000;159408;6;;;thùng;SP001482;12;SP001482;;0
SP001484;8934588022111;7up lon 320ml;pepsi;9000;6944;37;;;lon;;1;;;0
SP001485;PVN585;7up lon 320ml;pepsi;46000;41664;6;;;lóc;SP001484;6;SP001484;;0
SP001486;PVN901;7up lon 320ml;pepsi;172000;166656;2;;;thùng;SP001484;24;SP001484;;0
SP001487;8934588023132;7up chai 390ml;pepsi;6000;5164;71;;;chai;;1;;;0
SP001488;PVN574;7up chai 390ml;pepsi;34000;30984;12;;;lóc;SP001487;6;SP001487;;0
SP001489;PVN1954;7up chai 390ml;pepsi;128000;123936;3;;;thùng;SP001487;24;SP001487;;0
SP001490;8934588023064;7up chai 1.5L;pepsi;16000;13284;22;;;chai;;1;;;0
SP001491;PVN4636;7up chai 1.5L;pepsi;165000;159408;2;;;thùng;SP001490;12;SP001490;;0
SP001492;8934588013133;Pepsi chai 390ml;pepsi;6000;5164;98;;;chai;;1;;;0
SP001493;PVN654;Pepsi chai 390ml;pepsi;34000;30984;16;;;lóc;SP001492;6;SP001492;;0
SP001494;PVN1117;Pepsi chai 390ml;pepsi;128000;123936;4;;;thùng;SP001492;24;SP001492;;0
SP001495;8934588012112;Pepsi lon 320ml;pepsi;8000;6402;69;;;lon;;1;;;0
SP001496;PVN874;Pepsi lon 320ml;pepsi;46000;38409;12;;;lóc;SP001495;6;SP001495;;0
SP001497;PVN7777;Pepsi lon 320ml;pepsi;172000;153636;3;;;thùng;SP001495;24;SP001495;;0
SP001498;8934588013065;Pepsi chai 1.5L;pepsi;16000;13284;21;;;chai;;1;;;0
SP001499;PVN4806;Pepsi chai 1.5L;pepsi;165000;159408;2;;;thùng;SP001498;12;SP001498;;0
SP001501;8934588013669;Pepsi chai 600ml;pepsi;8500;6359;118;;;chai;;1;;;0
SP001502;PVN6785;Pepsi chai 600ml;pepsi;44000;38154;20;;;lóc;SP001501;6;SP001501;;0
SP001503;PVN6786;Pepsi chai 600ml;pepsi;158000;152616;5;;;thùng;SP001501;24;SP001501;;0
SP001504;8936000829254;Mì Unif bò rau thơm gói 72g;Tiểu nhị;3500;3034;151;;;gói;;1;;;0
SP001505;PVN1517;Mì Unif bò rau thơm gói 72g;Tiểu nhị;96000;91020;5;;;thùng;SP001504;30;SP001504;;0
SP001506;8936000820329;Mì Unif vị bò cay gói 72g;Tiểu nhị;3500;3267;0;;;gói;;1;;;0
SP001507;PVN7887;Mì Unif vị bò cay gói 72g;Tiểu nhị;102000;98010;0;;;thùng;SP001506;30;SP001506;;0
SP001508;8936000829285;Mì tiểu nhị thịt sốt chua cay 72g;Tiểu nhị;3500;3033;69;;;gói;;1;;;0
SP001509;PVN1513;Mì tiểu nhị thịt sốt chua cay 72g;Tiểu nhị;96000;90990;2;;;thùng;SP001508;30;SP001508;;0
SP001510;8936000820053;Mì tiểu nhị hải sản sốt me 72g;Tiểu nhị;3500;3063;84;;;gói;;1;;;0
SP001511;PVN1519;Mì tiểu nhị hải sản sốt me 72g;Tiểu nhị;95000;91890;3;;;thùng;SP001510;30;SP001510;;0
SP001512;8936000829278;Mì xào tiểu nhị thịt xào sốt hành 72g;Tiểu nhị;3500;3234;119;;;gói;;1;;;0
SP001513;PVN1521;Mì xào tiểu nhị thịt xào sốt hành 72g;Tiểu nhị;96000;97020;4;;;thùng;SP001512;30;SP001512;;0
SP001514;8936000820183;Mì Tiểu nhị Spaghetti bò xốt chua cay hộp 105g;Tiểu nhị;15000;12000;45;;;hộp;;1;;;0
SP001515;PVN5820;Mì Tiểu nhị Spaghetti bò xốt chua cay hộp 105g;Tiểu nhị;144000;144000;4;;;thùng;SP001514;12;SP001514;;0
SP001516;8936000820077;Mì Tiểu nhị Spaghetti bò hầm xốt cà chua hộp 105g;Tiểu nhị;15000;11231;32;;;hộp;;1;;;0
SP001517;PVN5457;Mì Tiểu nhị Spaghetti bò hầm xốt cà chua hộp 105g;Tiểu nhị;144000;134772;3;;;thùng;SP001516;12;SP001516;;0
SP001518;8935004010217;Mắm tôm bắc Trí Hải 115g;Trí hải;8000;5750;5;;;chai;;1;;;0
SP001519;8935004070518;Mắm tôm trí hải đại 225g;Trí hải;16000;14917;6;;;chai;;1;;;0
SP001520;8935004078873;Mắm ruốc trí hải có gia vị 408g;Trí hải;42000;36334;24;;;hũ;;1;;;0
SP001521;TH90g;Mắm ruốc trí hải có gia vị hũ 90g;Trí hải;12000;8584;31;;;hũ;;1;;;0
SP001522;8935004030994;Mắm ruốc xào sả có gia vị trí hải 192g;Trí hải;25000;20834;30;;;hũ;;1;;;0
SP001523;8934637212531;Tương cà Cholimex 270g;Cholimex;12000;11000;20;;;chai;;1;;;0
SP001524;PVN6476;Tương cà Cholimex 270g;Cholimex;274000;264000;1;;;thùng;SP001523;24;SP001523;;0
SP001525;8934637513362;Tương đen Cholimex chai 230g;Cholimex;12000;9500;21;;;chai;;1;;;0
SP001526;PVN6686;Tương đen Cholimex chai 230g;Cholimex;336000;228000;1;;;thùng;SP001525;24;SP001525;;0
SP001527;8934637042534;Tương ớt xí muội Cholimex chai 270g;Cholimex;12000;11000;0;;;chai;;1;;;0
SP001528;PVN6932;Tương ớt xí muội Cholimex chai 270g;Cholimex;268000;264000;0;;;thùng;SP001527;24;SP001527;;0
SP001529;8934637513621;Sa tế tôm XO Cholimex chai 100g;Cholimex;11000;10500;0;;;chai;;1;;;0
SP001530;8934637514062;Tương cà Ketchup Cholimex chai 330g;Cholimex;26000;22500;2;;;chai;;1;;;0
SP001531;8934637514871;Xốt ướp thịt nướng Cholimex gói 70g;Cholimex;8000;6635;0;;;bịch;;1;;;0
SP001532;8934637514925;Tương hột cholimex 250g;Cholimex;12000;9500;24;;;hộp;;1;;;0
SP001533;8934637515397;Nước tương đậu nành đậm đặc cholimex 300ml;Cholimex;16000;13100;14;;;chai;;1;;;0
SP001534;8934637011523;Tương ớt Cholimex chai 270g;Cholimex;12000;11000;8;;;chai;;1;;;0
SP001535;PVN6303;Tương ớt Cholimex chai 270g;Cholimex;264000;264000;0;;;thùng;SP001534;24;SP001534;;0
SP001536;8934637514413;Tương ớt cholimex nắp xuôi chai 250g;Cholimex;14000;12000;5;;;chai;;1;;;0
SP001537;8934637516318;Nước mắm chay cholimex 245ml;Cholimex;22000;18500;0;;;chai;;1;;;0
SP001538;PVN6989;Nước mắm chay cholimex 245ml;Cholimex;455000;444000;0;;;Thùng;SP001537;24;SP001537;;0
SP001539;8934637516073;Dầu hào Cholimex chai 170g;Cholimex;12000;10000;16;;;chai;;1;;;0
SP001540;PVN6754;Dầu hào Cholimex chai 170g;Cholimex;492000;480000;0;;;thùng;SP001539;48;SP001539;;0
SP001541;8934637515731;Xốt ướp bò kho Cholimex gói 90g;Cholimex;10000;9000;25;;;bịch;;1;;;0
SP001542;8934637515236;Xốt ướp thịt xá xíu Cholimex gói 70g;Cholimex;8000;6800;48;;;bịch;;1;;;0
SP001543;8934637515663;Dầu hào Cholimex chai 350g;Cholimex;22000;19600;6;;;chai;;1;;;0
SP001544;PVN6934;Dầu hào Cholimex chai 350g;Cholimex;482000;470400;0;;;thùng;SP001543;24;SP001543;;0
SP001545;8934637515465;Gia vị thịt kho Cholimex gói 50g;Cholimex;7000;5500;11;;;gói;;1;;;0
SP001546;8934637515441;Gia vị kho cá Cholimex gói 50g;Cholimex;7000;5500;7;;;gói;;1;;;0
SP001547;8934637515403;Nước tương lên men Cholimex đậm đặc 700ml;Cholimex;28000;24500;7;;;chai;;1;;;0
SP001548;8934637515670;Dầu hào cholimex chai 820g;Cholimex;45000;41000;0;;;chai;;1;;;0
SP001549;PVN6933;Dầu hào cholimex chai 820g;Cholimex;505000;492000;0;;;thùng;SP001548;12;SP001548;;0
SP001550;8934637515014;Nước mắm Cholimex 35 độ chai 750ml;Cholimex;76000;72500;0;;;chai;;1;;;0
SP001551;8934637514734;Xốt ướp thịt nướng Cholimex hũ 200g;Cholimex;25000;21000;0;;;hũ;;1;;;0
SP001552;8934637513423;Tương ớt Cholimex chai 830g;Cholimex;30000;27800;10;;;chai;;1;;;0
SP001553;PVN6935;Tương ớt Cholimex chai 830g;Cholimex;344000;333600;1;;;thùng;SP001552;12;SP001552;;0
SP001554;8934637514932;Lẩu thái Cholimex chai 280g;Cholimex;20000;17200;23;;;chai;;1;;;0
SP001555;PVN6936;Lẩu thái Cholimex chai 280g;Cholimex;435000;412800;1;;;thùng;SP001554;24;SP001554;;0
SP001556;8935025531401;Heo 2 lát Cholimex hộp 160g;Cholimex;19000;16000;6;;;hộp;;1;;;0
SP001557;10267141;Sate tôm Cholimex 100g;Cholimex;12000;10500;99;;;chai;;1;;;0
SP001558;8934637514314;Sa tế tôm Cholimex chai 90g;Cholimex;9000;6857;31;;;chai;;1;;;0
SP001559;8934637516660;Xốt ướp thịt Hàn Quốc vị cay Cholimex gói 70g;Cholimex;12000;10000;4;;;gói;;1;;;0
SP001560;8934637517216;Sốt sườn xào chua ngọt Cholimex bịch 90g;Cholimex;12000;9400;7;;;bịch;;1;;;0
SP001561;8934637517209;Xốt gà chiên nước mắm 90g CHOLIMEX;Cholimex;9000;7200;13;;;bịch;;1;;;0
SP001562;8934637517247;Nước mắm Cholimex 30 độ đạm chai 500ml;Cholimex;48000;43500;5;;;chai;;1;;;0
SP001563;8934637517308;Nước mắm Cholimex 30 độ đạm chai 750ml;Cholimex;68000;63500;2;;;chai;;1;;;0
SP001564;8934637517315;Nước mắm Cholimex 40 độ đạm chai 750ml;Cholimex;84000;78500;0;;;chai;;1;;;0
SP001565;8934637517254;Nước mắm Cholimex 40 độ đạm chai 500ml;Cholimex;62000;58500;5;;;chai;;1;;;0
SP001566;8934637517834;Nước mắm Cholimex tinh túy cá cơm 40 độ đạm chai 60ml;Cholimex;15000;12500;10;;;chai;;1;;;0
SP001567;PVN8247;Nước mắm Cholimex tinh túy cá cơm 40 độ đạm chai 60ml;Cholimex;158000;150000;1;;;lóc;SP001566;12;SP001566;;0
SP001568;8934637517193;Xốt cá chiên cholimex bịch 90g;Cholimex;9000;7000;17;;;bịch;;1;;;0
SP001569;8934637515229;Xốt ướp xá xíu Cholimex hũ 200g;Cholimex;24000;21000;21;;;hũ;;1;;;0
SP001570;8934637517650;Nước mắm Cholimex 40 độ đạm chai 150ml;Cholimex;26000;23500;10;;;chai;;1;;;0
SP001571;8934637515588;Nước mắm Cholimex 35 độ đạm chai 150ml;Cholimex;22000;18500;15;;;chai;;1;;;0
SP001572;8934637515656;Nước tương đậu nành Cholimex chai 150ml;Cholimex;10000;7500;0;;;chai;;1;;;0
SP001573;8934637519234;Xốt ướp bò né Cholimex 90g;Cholimex;10000;9000;56;;;bịch;;1;;;0
SP001574;8934637513553;Sa tế tôm XO Cholimex hũ 170g;Cholimex;27000;23400;30;;;hũ;;1;;;0
SP001575;8934637519463;Xốt chấm thịt nướng Cholimex chai 270g;Cholimex;28000;24500;6;;;chai;;1;;;0
SP001576;8934637516400;Nước mắm nguyên chất 40 độ đạm Cholimex chai 150ml;Cholimex;50000;44500;6;;;chai;;1;;;0
SP001577;8934637515007;Nước mắm Cholimex 35 độ chai 500ml;Cholimex;56000;52000;5;;;chai;;1;;;0
SP001578;8934637515359;Tương cà cholimex 830g;Cholimex;30000;27800;16;;;chai;;1;;;0
SP001579;PVN9559;Tương cà cholimex 830g;Cholimex;350000;333600;1;;;thùng;SP001578;12;SP001578;;0
SP001580;8936010681675;Hủ tiếu nam vang cung đình gói 70g;Cung đình;9000;7603;175;;;gói;;1;;;0
SP001581;PVN1160;Hủ tiếu nam vang cung đình gói 70g;Cung đình;255000;182472;7;;;thùng;SP001580;24;SP001580;;0
SP001582;PVN4978;Hủ tiếu nam vang cung đình gói 70g;Cung đình;87000;76030;18;;;lóc;SP001580;10;SP001580;;0
SP001583;8936010681415;Phở bò cung đình gói 68g;Cung đình;9000;7800;85;;;gói;;1;;;0
SP001584;PVN2736;Phở bò cung đình gói 68g;Cung đình;236000;234000;3;;;thùng;SP001583;30;SP001583;;0
SP001585;PVN3573;Phở bò cung đình gói 68g;Cung đình;82000;78000;9;;;lóc;SP001583;10;SP001583;;0
SP001586;8936104380057;Mì Cung Đình hương vị tôm chua cay ly 71g;Cung đình;9000;7750;11;;;ly;;1;;;0
SP001587;PVN2384;Mì Cung Đình hương vị tôm chua cay ly 71g;Cung đình;85000;77500;1;;;lóc;SP001586;10;SP001586;;0
SP001588;PVN2385;Mì Cung Đình hương vị tôm chua cay ly 71g;Cung đình;192000;186000;0;;;thùng;SP001586;24;SP001586;;0
SP001589;8936104380316;Mì tô kool cung đình vị nướng BBQ hộp 105g;Cung đình;16000;12917;9;;;hộp;;1;;;0
SP001590;PVN3654;Mì tô kool cung đình vị nướng BBQ hộp 105g;Cung đình;160000;155004;1;;;thùng;SP001590;12;SP001590;;0
SP001591;8936010682122;Hủ tiếu sườn heo cung đình gói 84g;Cung đình;9000;7603;74;;;gói;;1;;;0
SP001592;PVN6149;Hủ tiếu sườn heo cung đình gói 84g;Cung đình;87000;76030;7;;;lóc;SP001591;10;SP001591;;0
SP001593;PVN6150;Hủ tiếu sườn heo cung đình gói 84g;Cung đình;255000;228090;2;;;thùng;SP001591;30;SP001591;;0
SP001594;8936104380439;Mì cung đình vị bò hầm ly 64g;Cung đình;9000;7750;20;;;ly;;1;;;0
SP001595;PVN6905;Mì cung đình vị bò hầm ly 64g;Cung đình;192000;186000;1;;;thùng;SP001594;24;SP001594;;0
SP001596;PVN9542;Mì cung đình vị bò hầm ly 64g;Cung đình;85000;77500;2;;;10;SP001594;10;SP001594;;0
SP001597;8936010683204;Hủ tiếu bò kho cung đình 85g;Cung đình;9000;7603;0;;;gói;;1;;;0
SP001598;PVN9272;Hủ tiếu bò kho cung đình 85g;Cung đình;87000;76030;0;;;10;SP001597;10;SP001597;;0
SP001599;PVN9273;Hủ tiếu bò kho cung đình 85g;Cung đình;255000;228090;0;;;thùng;SP001597;30;SP001597;;0
SP001600;8934663192562;Mì Yes Mom vị tôm chua cay ly 79.2g;Vị hương;8000;6960;20;;;ly;;1;;;0
SP001601;PVN9093;Mì Yes Mom vị tôm chua cay ly 79.2g;Vị hương;172000;69600;2;;;thùng;SP001600;10;SP001600;;0
SP001602;PVN9094;Mì Yes Mom vị tôm chua cay ly 79.2g;Vị hương;76000;167040;1;;;10 ly;SP001600;24;SP001600;;0
SP001603;8934663192708;Mì Yes Mom hương vị sườn heo ly 79.2g;Vị hương;8000;6858;39;;;ly;;1;;;0
SP001604;PVN9096;Mì Yes Mom hương vị sườn heo ly 79.2g;Vị hương;76000;68580;4;;;10 ly;SP001603;10;SP001603;;0
SP001605;PVN9097;Mì Yes Mom hương vị sườn heo ly 79.2g;Vị hương;172000;164592;2;;;thùng;SP001603;24;SP001603;;0
SP001606;8934663192586;Hủ tiếu mì Yes Mom hương vị thịt bầm ly 79.2g;Vị hương;8000;6858;0;;;ly;;1;;;0
SP001607;PVN9099;Hủ tiếu mì Yes Mom hương vị thịt bầm ly 79.2g;Vị hương;76000;68580;0;;;10 ly;SP001606;10;SP001606;;0
SP001608;PVN9100;Hủ tiếu mì Yes Mom hương vị thịt bầm ly 79.2g;Vị hương;172000;164592;0;;;thùng;SP001606;24;SP001606;;0
SP001609;8934663103025;Mì 1kg Vị hương;Vị hương;32000;30500;10;;;gói;;1;;;0
SP001610;PVN9386;Mì 1kg Vị hương;Vị hương;310000;305000;1;;;thùng;SP001609;10;SP001609;;0
SP001611;8934663102288;Mì vị hương 6 tôm gói 65g;Vị hương;3000;2635;253;;;gói;;1;;;0
SP001612;PVN9083;Mì vị hương 6 tôm gói 65g;Vị hương;28000;26350;25;;;10 gói;SP001611;10;SP001611;;0
SP001613;PVN9084;Mì vị hương 6 tôm gói 65g;Vị hương;269000;263500;3;;;thùng;SP001611;100;SP001611;;0
SP001614;8934663102721;Mì vị hương 2 tôm gói 60g;Vị hương;3000;2455;161;;;gói;;1;;;0
SP001615;PVN9254;Mì vị hương 2 tôm gói 60g;Vị hương;28000;24550;16;;;10 gói;SP001614;10;SP001614;;0
SP001616;PVN9255;Mì vị hương 2 tôm gói 60g;Vị hương;258000;245500;2;;;thùng;SP001614;100;SP001614;;0
SP001617;8934683008737;Ngũ cốc dinh dưỡng B'fast bịch 500g;Chinsu;54000;51100;27;;;gói;;1;;;0
SP001618;PVN6075;Ngũ cốc dinh dưỡng B'fast bịch 500g;Chinsu;734000;715400;2;;;thùng;SP001617;14;SP001617;;0
SP001619;8934683001257;Cà phê Chất cà phê sữa đá sài gòn hộp 290g (10gói x 29gr);Chinsu;50000;47100;11;;;hộp;;1;;;0
SP001620;8935024163504;Cà phê Trung nguyên Sáng Tạo 1 gói 340g;Trung nguyên;84000;79500;2;;;bịch;;1;;;0
SP001621;8935024115169;Cà phê Trung Nguyên S gói 500g;Trung nguyên;74000;70200;12;;;bịch;;1;;;0
SP001622;8935024163528;Cà phê Trung nguyên Sáng tạo 3 gói 340g;Trung nguyên;118000;112000;0;;;bịch;;1;;;0
S100;8935024111154;Cà phê Trung nguyên S Chinh phục gói 100g;Trung nguyên;17000;15300;100;;;bịch;;1;;;0
S100L;PVN3044;Cà phê Trung nguyên S Chinh phục gói 100g;Trung nguyên;80000;153000;10;;;lóc;S100;10;S100;;0
SP001625;8935024163511;Cà phê Trung Nguyên sáng tạo 2 gói 340g;Trung nguyên;98000;93000;0;;;bịch;;1;;;0
SP001626;8935024123287;Cà phê G7 3in1 hộp 336g (21gói x 16g);Trung nguyên;70000;66240;21;;;hộp;;1;;;0
SP001627;PVN5762;Cà phê G7 3in1 hộp 336g (21gói x 16g);Trung nguyên;1650000;1589760;1;;;thùng;SP001626;24;SP001626;;0
SP001628;;Cafe G7 gói 16g;Trung nguyên;4000;3185;469;;;gói;;1;;;0
SP001629;8935024120330;Cafe G7 gói 16g;Trung nguyên;36000;31850;47;;;dây;SP001628;10;SP001628;;0
SP001630;8935024129357;Cà phê G7 3in1 bịch 800g (50 gói x 16g);Trung nguyên;172000;163000;1;;;bịch;;1;;;0
SP001631;PVN6951;Cà phê G7 3in1 bịch 800g (50 gói x 16g);Trung nguyên;1640000;1630000;0;;;thùng;SP001630;10;SP001630;;0
SP001632;8935024122396;Cà phê đen G7 2in1 hộp 240g;Trung nguyên;70000;68000;15;;;hộp;;1;;;0
SP001633;PVN5873;Cà phê đen G7 2in1 hộp 240g;Trung nguyên;1650000;1632000;1;;;thùng;SP001632;24;SP001632;;0
SP001634;8935024173084;Cà phê G7 3in1 bịch 320g (20 gói x 16g);Trung nguyên;78000;75000;0;;;bịch;;1;;;0
SP001635;PVN7089;Cà phê G7 3in1 bịch 320g (20 gói x 16g);Trung nguyên;1520000;1800000;0;;;thùng;SP001634;24;SP001634;;0
SP001636;8938553164592;Cà phê bảo minh 2 bịch 500g;Bảo minh;74000;70000;49;;;bich;;1;;;0
SP001637;8936010170124;Cà phê Bảo Minh bịch 100g;Bảo minh;16000;14200;181;;;bịch;;1;;;0
SP001638;PVN2417;Cà phê Bảo Minh bịch 100g;Bảo minh;75000;71000;36;;;lốc;SP001637;5;SP001637;;0
SP001639;8934833470124;Cà phê sữa Ngon More in 1 bịch 480g (24góix20g);Trần quang;42000;39381;47;;;bịch;;1;;;0
SP001640;PVN8889;Cà phê sữa Ngon More in 1 bịch 480g (24góix20g);Trần quang;850000;827001;2;;;thùng;SP001639;21;SP001639;;0
SP001641;8934833470025;Cafe sữa hòa tan 3in1 Good Morning;Trần quang;39000;37858;108;;;gói;;1;;;0
SP001642;PVN1920;Cafe sữa hòa tan 3in1 Good Morning;Trần quang;790000;795018;5;;;thùng;SP001641;21;SP001641;;0
SP001643;8936024241667;Cà phê Phố sữa đá hộp 240g;Cafe Phố;48000;45000;3;;;hộp;;1;;;0
SP001644;PVN8109;Cà phê phố đen đá gói 16g;Cafe Phố;4000;3500;25;;;gói;;1;;;0
SP001645;8936024243968;Cà phê phố đen đá gói 16g;Cafe Phố;38000;35000;3;;;dây;SP001644;10;SP001644;;0
SP001646;8936024241629;Cà phê phố đen đá gói 16g;Cafe Phố;175000;175000;1;;;bịch;SP001644;50;SP001644;;0
SP001647;8936024243975;Cà phê Phố đen đá hộp 160g;Cafe Phố;42000;32000;35;;;hộp;;1;;;0
SP001648;;Cà phê Phố sữa đá gói 24g;Cafe Phố;5000;4365;687;;;gói;;1;;;0
SP001649;8936024241650;Cà phê Phố sữa đá gói 24g;Cafe Phố;46000;43650;69;;;dây;SP001648;10;SP001648;;0
SP001650;PVN7718;Cà phê Phố sữa đá gói 24g;Cafe Phố;2660000;2619000;1;;;thùng;SP001648;600;SP001648;;0
SP001651;8936024244101;Cà phê Phố sữa đá bịch 720g (30gói/24g);Cafe Phố;140000;133000;11;;;bịch;;1;;;0
SP001652;8936024241766;Cà phê phố sữa nóng hộp 160g (10 gói x 16g);Cafe Phố;42000;38000;10;;;hộp;;1;;;0
SP001653;8934683007655;Cà phê Phil 2in1 hộp 240g (15góix16g);Chinsu;60000;57200;9;;;hộp;;1;;;0
SP001654;8934683008614;Vinacafe bịch 480g (24 gói x 20g);Chinsu;72000;70700;29;;;bịch;;1;;;0
SP001655;PVN5983;Vinacafe bịch 480g (24 gói x 20g);Chinsu;1428000;1414000;1;;;thùng;SP001654;20;SP001654;;0
SP001656;8934683009444;VinaCafe Gold hộp 360g (18gx20gr);Chinsu;58000;55600;0;;;hộp;;1;;;0
SP001657;8934683011225;Vinacafe Special đỏ hộp 306g (18gói x 17g);Chinsu;55000;52900;6;;;hộp;;1;;;0
SP001658;8934683007044;Wakeup cafe cà phê Sài Gòn bịch 494g (26 gói x19);Chinsu;47000;45000;12;;;bịch;;1;;;0
SP001659;PVN6122;Wakeup cafe cà phê Sài Gòn bịch 494g (26 gói x19);Chinsu;920000;900000;1;;;thùng;SP001658;20;SP001658;;0
SP001660;8934683008867;NTL Wakeup 247 vị cà phê chai 330ml;Chinsu;9000;7280;144;;;chai;;1;;;0
SP001661;PVN2857;NTL Wakeup 247 vị cà phê chai 330ml;Chinsu;48000;43680;24;;;lóc;SP001660;6;SP001660;;0
SP001662;PVN2858;NTL Wakeup 247 vị cà phê chai 330ml;Chinsu;188000;174720;6;;;thùng;SP001660;24;SP001660;;0
SP001663;8934683010679;Cafe Wakeup Mekong cam bịch 432g;Chinsu;38000;34000;10;;;bịch;;1;;;0
SP001664;PVN9109;Cafe Wakeup Mekong cam bịch 432g;Chinsu;720000;680000;1;;;thùng;SP001663;20;SP001663;;0
SP001665;8934683010662;Cafe Wakeup Mekong xanh bịch 432g;Chinsu;38000;34000;6;;;bịch;;1;;;0
SP001666;PVN9405;Cafe Wakeup Mekong xanh bịch 432g;Chinsu;720000;680000;0;;;thùng;SP001665;20;SP001665;;0
SP001667;8936035100397;Bơ thực vật Tường An hộp 80g;Tường an;9000;6819;1;;;hộp;;1;;;0
SP001668;8936035100403;Bơ thực vật Tường An 200g;Tường an;18000;14091;0;;;hộp;;1;;;0
